route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color                                                                                                                                                                                                                                              
5502002003VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
4200843019VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
4010043019VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
4301940100VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
4301942008VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
5050050502VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
5050250413VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
5050050413VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
5050250500VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
5041350502VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
5041350500VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
5041750500VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
5050050417VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
0310050500VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
5050003100VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
5100354413VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
5441351003VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
0500056312VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
5631205000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6500060911VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6540065000VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6500065400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6091165000VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6500061200VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6500060902VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6091161200VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6130765000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6130760911VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6090265000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6091165000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6500065400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6540065000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6060065000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6500060600VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6060065000VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6500060600VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6060065000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6500060600VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6901165000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6500069011VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6500065312VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6531265000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6090260911VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6091160902VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6120061307VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6130761200VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7930979004VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7900479309VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7180179309VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7930079004VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7930071801VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7900479300VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7940004040VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
0404079400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940071400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7140079400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7120979400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7130079400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940071209VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940071300VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7120479400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940071204VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7121079400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940071210VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940078400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7840079400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7930971801VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7900479316VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7931579004VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7900479315VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7931579004VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7140079400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7900479315VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940071400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7900479309VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6541179400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7940065411VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7150065411VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
6541171500VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
0404071300VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7130004040VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7840079400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7150079400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7310071500VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7150073100VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7310071600VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7160073100VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
0404078400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7840004040VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7840072305VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7230578400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7840078500VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7850078400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
0404074200VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
0404078302VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7830204040VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7840004040VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7420004040VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7931571801VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7180179316VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
7180179315VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7180179300VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
7931571801VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1120011600VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1160011200VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1120871100VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
8010011200VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
8010011208VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1120011014VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1101480100VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1120080100VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
8010071100VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
8120011200VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
8120081100VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1120881200VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1120811200VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1120011208VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1700060400VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1800060400VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
3540035406VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3540635400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
3720017000VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
6040037200VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
3720060400VRX,1071,MD,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                            
1700079400VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1700004040VRE,1071,REG.EXP.,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1040017000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1040018000VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
1800010400VRR,1071,REGIONAL,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                      
